Worcester,182544,42.2625932,-71.8022934
Salem,42544,42.51954,-70.8967155
Woburn,39083,42.4792618,-71.1522765
Fall River,88697,41.7014912,-71.1550451
Boston,645966,42.3600825,-71.0588801
Weymouth Town,55419,42.2180724,-70.9410356
Waltham,62227,42.3764852,-71.2356113
Marlborough,39414,42.3459271,-71.5522874
Malden,60509,42.4250964,-71.066163
Chelsea,37670,42.3917638,-71.0328284
Medford,57170,42.4184296,-71.1061639
Fitchburg,40383,42.5834228,-71.8022955
Newton,87971,42.3370413,-71.2092214
Lowell,108861,42.6334247,-71.3161718
Taunton,56069,41.900101,-71.0897674
Lawrence,77657,42.7070354,-71.1631137
Barnstable Town,44641,41.7003208,-70.3002024
Springfield,153703,42.1014831,-72.589811
Peabody,52044,42.5278731,-70.9286609
Revere,53756,42.4084302,-71.0119948
Quincy,93494,42.2528772,-71.0022705
Brockton,94089,42.0834335,-71.0183787
Beverly,40664,42.5584283,-70.880049
Attleboro,43886,41.9445441,-71.2856082
Methuen,48514,42.7262016,-71.1908924
Pittsfield,44057,42.4500845,-73.2453824
Somerville,78804,42.3875968,-71.0994968
Westfield,41301,42.1250929,-72.749538
Lynn,91589,42.466763,-70.9494938
New Bedford,95078,41.6362152,-70.934205
Chicopee,55717,42.1487043,-72.6078672
Haverhill,62088,42.7762015,-71.0772796
Cambridge,107289,42.3736158,-71.1097335
Everett,42935,42.40843,-71.0536625
Holyoke,40249,42.2042586,-72.6162009
Leominster,41002,42.5250906,-71.759794
