Kingsport,52962,36.548434,-82.5618186
Franklin,68886,35.9250637,-86.8688899
Bartlett,58226,35.2045328,-89.8739753
Nashville,634464,36.1626638,-86.7816016
Collierville,47333,35.042036,-89.6645266
Johnson City,65123,36.3134397,-82.3534727
Clarksville,142357,36.5297706,-87.3594528
Knoxville,183270,35.9606384,-83.9207392
Cleveland,42774,35.1595182,-84.8766115
Chattanooga,173366,35.0456297,-85.3096801
Jackson,67685,35.6145169,-88.8139469
Smyrna,43060,35.9828412,-86.5186045
Hendersonville,54068,36.3047735,-86.6199957
Murfreesboro,117044,35.8456213,-86.39027
Germantown,39375,35.0867577,-89.8100858
Memphis,653450,35.1495343,-90.0489801
Brentwood,40021,36.0331164,-86.7827772
